id,special_area_name,special_area_id,category,density
127-0,NA,0,Tourist_Accommodation_Density,20 units per acre if less than 10% have kitchens
128-0,NA,0,Tourist_Accommodation_Density,"NA"
129-0,NA,0,Tourist_Accommodation_Density,"NA"
130-0,NA,0,Tourist_Accommodation_Density,"NA"
131-0,NA,0,Tourist_Accommodation_Density,"NA"
132-0,NA,0,Tourist_Accommodation_Density,"NA"
134-0,NA,0,Tourist_Accommodation_Density,"NA"
135-0,NA,0,Tourist_Accommodation_Density,"NA"
137-0,NA,0,Tourist_Accommodation_Density,"NA"
138-0,NA,0,Tourist_Accommodation_Density,"NA"
139-0,NA,0,Tourist_Accommodation_Density,"NA"
140-0,NA,0,Tourist_Accommodation_Density,"NA"
141-0,NA,0,Tourist_Accommodation_Density,"NA"
142-0,NA,0,Tourist_Accommodation_Density,15 units per acre
143-0,NA,0,Tourist_Accommodation_Density,"NA"
144A-0,NA,0,Tourist_Accommodation_Density,"NA"
144B-0,NA,0,Tourist_Accommodation_Density,15 units per acre
145-0,NA,0,Tourist_Accommodation_Density,"NA"
146-0,NA,0,Tourist_Accommodation_Density,"NA"
147-0,NA,0,Tourist_Accommodation_Density,"NA"
148-0,NA,0,Tourist_Accommodation_Density,"NA"
149-0,NA,0,Tourist_Accommodation_Density,"NA"
150-0,NA,0,Tourist_Accommodation_Density,20 units per acre
151-0,NA,0,Tourist_Accommodation_Density,"NA"
152-0,NA,0,Tourist_Accommodation_Density,"NA"
153-0,NA,0,Tourist_Accommodation_Density,"NA"
154-0,NA,0,Tourist_Accommodation_Density,"NA"
175-0,NA,0,Tourist_Accommodation_Density,"NA"
070A-0,NA,0,Tourist_Accommodation_Density,40 units per acre if less than 10% have kitchens
019-0,NA,0,Tourist_Accommodation_Density,"NA"
155-0,NA,0,Tourist_Accommodation_Density,20 units per acre if less than 10% have kitchens
137-0,NA,0,Tourist_Accommodation_Density,"NA"
041-1,INCLINE VILLAGE #3,1,Bed_Breakfast_Density,NA
044-1,FAIRWAY,1,Bed_Breakfast_Density,NA
038-1,WOOD CREEK SA#1,1,Bed_Breakfast_Density,NA
035-1,CRYSTAL BAY CONDOMINIUMS SA#1,1,Bed_Breakfast_Density,NA
058-1,GLENBROOK,1,Bed_Breakfast_Density,NA
060-1,GENOA PEAK SA#1,1,Bed_Breakfast_Density,NA
061-1,LOGAN CREEK SA#1,1,Bed_Breakfast_Density,NA
063-1,LINCOLN,1,Bed_Breakfast_Density,NA
067-2,MARLA BAY/ZEPHYR HEIGHTS,2,Bed_Breakfast_Density,NA
067-1,MARLA BAY/ZEPHYR HEIGHTS,1,Bed_Breakfast_Density,NA
080-1,KINGSBURY DRAINAGE SA#1,1,Bed_Breakfast_Density,NA
073-1,LAKE VILLAGE SA#1,1,Bed_Breakfast_Density,NA
093-1,BIJOU,1,Bed_Breakfast_Density,NA
099-1,AL TAHOE SA#1,1,Bed_Breakfast_Density,NA
097-1,BIJOU PINES SA#1,1,Bed_Breakfast_Density,NA
175-1,CASCADE PROPERTIES SA#1,1,Bed_Breakfast_Density,NA
085-1,LAKE VIEW HEIGHTS SA#1,1,Bed_Breakfast_Density,NA
094-1,GLENWOOD SA#1,1,Bed_Breakfast_Density,NA
102-2,TAHOE KEYS SA#2,2,Bed_Breakfast_Density,NA
102-1,TAHOE KEYS SA#1,1,Bed_Breakfast_Density,NA
101-1,BIJOU MEADOWS SA#1,1,Bed_Breakfast_Density,NA
104-1,HIGHLAND WOODS SA#1,1,Bed_Breakfast_Density,NA
105-1,SIERRA TRACT SA#1,1,Bed_Breakfast_Density,NA
111-2,TAHOE ISLAND SA#2,2,Bed_Breakfast_Density,NA
111-1,TAHOE ISLAND SA#1,1,Bed_Breakfast_Density,NA
112-1,GARDNER MOUNTAIN SA#1,1,Bed_Breakfast_Density,NA
112-2,GARDNER MOUNTAIN,2,Bed_Breakfast_Density,NA
114-2,BONANZA SA#2,2,Bed_Breakfast_Density,NA
114-1,BONANZA SA#1,1,Bed_Breakfast_Density,NA
114-3,BONANZA SA#3,3,Bed_Breakfast_Density,NA
094-2,GLENWOOD,2,Bed_Breakfast_Density,NA
051-1,TYROLIAN VILLAGE,1,Bed_Breakfast_Density,NA
060-2,GENOA PEAK,2,Bed_Breakfast_Density,NA
084-1,PALISADES,1,Bed_Breakfast_Density,NA
100-1,TRUCKEE MARSH,1,Bed_Breakfast_Density,NA
089-1,LAKESIDE PARK,1,Bed_Breakfast_Density,NA
117-0,NA,0,Bed_Breakfast_Density,"NA"
120-0,NA,0,Bed_Breakfast_Density,"NA"
133-0,NA,0,Bed_Breakfast_Density,"NA"
030-0,NA,0,Bed_Breakfast_Density,"NA"
033-0,NA,0,Bed_Breakfast_Density,"NA"
034-0,NA,0,Bed_Breakfast_Density,"NA"
035-0,NA,0,Bed_Breakfast_Density,"NA"
036-0,NA,0,Bed_Breakfast_Density,"NA"
037-0,NA,0,Bed_Breakfast_Density,5 units per parcel
038-0,NA,0,Bed_Breakfast_Density,5 units per parcel
039-0,NA,0,Bed_Breakfast_Density,"NA"
040-0,NA,0,Bed_Breakfast_Density,"NA"
041-0,NA,0,Bed_Breakfast_Density,"NA"
042-0,NA,0,Bed_Breakfast_Density,"NA"
043-0,NA,0,Bed_Breakfast_Density,"NA"
044-0,NA,0,Bed_Breakfast_Density,"NA"
046-0,NA,0,Bed_Breakfast_Density,"NA"
047-0,NA,0,Bed_Breakfast_Density,"NA"
049-0,NA,0,Bed_Breakfast_Density,5 units per parcel
050-0,NA,0,Bed_Breakfast_Density,"NA"
051-0,NA,0,Bed_Breakfast_Density,10 units per acre
052-0,NA,0,Bed_Breakfast_Density,"NA"
053-0,NA,0,Bed_Breakfast_Density,"NA"
055-0,NA,0,Bed_Breakfast_Density,"NA"
056-0,NA,0,Bed_Breakfast_Density,"NA"
057-0,NA,0,Bed_Breakfast_Density,"NA"
058-0,NA,0,Bed_Breakfast_Density,"NA"
059-0,NA,0,Bed_Breakfast_Density,"NA"
060-0,NA,0,Bed_Breakfast_Density,"NA"
061-0,NA,0,Bed_Breakfast_Density,"NA"
062-0,NA,0,Bed_Breakfast_Density,"NA"
063-0,NA,0,Bed_Breakfast_Density,"NA"
064-0,NA,0,Bed_Breakfast_Density,"NA"
065-0,NA,0,Bed_Breakfast_Density,"NA"
066-0,NA,0,Bed_Breakfast_Density,10 units per parcel
067-0,NA,0,Bed_Breakfast_Density,"NA"
068-0,NA,0,Bed_Breakfast_Density,"NA"
069-0,NA,0,Bed_Breakfast_Density,"NA"
070B-0,NA,0,Bed_Breakfast_Density,"NA"
072-0,NA,0,Bed_Breakfast_Density,"NA"
073-0,NA,0,Bed_Breakfast_Density,"NA"
074-0,NA,0,Bed_Breakfast_Density,"NA"
075-0,NA,0,Bed_Breakfast_Density,"NA"
077-0,NA,0,Bed_Breakfast_Density,"NA"
078-0,NA,0,Bed_Breakfast_Density,"NA"
079-0,NA,0,Bed_Breakfast_Density,"NA"
080-0,NA,0,Bed_Breakfast_Density,"NA"
081-0,NA,0,Bed_Breakfast_Density,"NA"
082-0,NA,0,Bed_Breakfast_Density,"NA"
083-0,NA,0,Bed_Breakfast_Density,"NA"
084-0,NA,0,Bed_Breakfast_Density,"NA"
085-0,NA,0,Bed_Breakfast_Density,"NA"
086-0,NA,0,Bed_Breakfast_Density,"NA"
087-0,NA,0,Bed_Breakfast_Density,"NA"
088-0,NA,0,Bed_Breakfast_Density,"NA"
089-0,NA,0,Bed_Breakfast_Density,10 units per acre
090-0,NA,0,Bed_Breakfast_Density,"NA"
092-0,NA,0,Bed_Breakfast_Density,"NA"
093-0,NA,0,Bed_Breakfast_Density,10 units per acre
094-0,NA,0,Bed_Breakfast_Density,"NA"
095-0,NA,0,Bed_Breakfast_Density,"NA"
096-0,NA,0,Bed_Breakfast_Density,"NA"
097-0,NA,0,Bed_Breakfast_Density,"NA"
099-0,NA,0,Bed_Breakfast_Density,10 units per acre
100-0,NA,0,Bed_Breakfast_Density,"NA"
101-0,NA,0,Bed_Breakfast_Density,"NA"
102-0,NA,0,Bed_Breakfast_Density,"NA"
103-0,NA,0,Bed_Breakfast_Density,10 units per acre
104-0,NA,0,Bed_Breakfast_Density,"NA"
105-0,NA,0,Bed_Breakfast_Density,"NA"
106-0,NA,0,Bed_Breakfast_Density,"NA"
107-0,NA,0,Bed_Breakfast_Density,"NA"
108-0,NA,0,Bed_Breakfast_Density,"NA"
109-0,NA,0,Bed_Breakfast_Density,"NA"
111-0,NA,0,Bed_Breakfast_Density,10 units per acre
112-0,NA,0,Bed_Breakfast_Density,10 units per acre
114-0,NA,0,Bed_Breakfast_Density,10 units per acre
115-0,NA,0,Bed_Breakfast_Density,"NA"
116-0,NA,0,Bed_Breakfast_Density,"NA"
118-0,NA,0,Bed_Breakfast_Density,Na
119-0,NA,0,Bed_Breakfast_Density,"NA"
121-0,NA,0,Bed_Breakfast_Density,"NA"
122-0,NA,0,Bed_Breakfast_Density,"NA"
123-0,NA,0,Bed_Breakfast_Density,"NA"
124-0,NA,0,Bed_Breakfast_Density,"NA"
126-0,NA,0,Bed_Breakfast_Density,"NA"
127-0,NA,0,Bed_Breakfast_Density,"NA"
128-0,NA,0,Bed_Breakfast_Density,"NA"
129-0,NA,0,Bed_Breakfast_Density,"NA"
130-0,NA,0,Bed_Breakfast_Density,"NA"
131-0,NA,0,Bed_Breakfast_Density,"NA"
132-0,NA,0,Bed_Breakfast_Density,"NA"
134-0,NA,0,Bed_Breakfast_Density,"NA"
135-0,NA,0,Bed_Breakfast_Density,"NA"
137-0,NA,0,Bed_Breakfast_Density,"NA"
138-0,NA,0,Bed_Breakfast_Density,"NA"
139-0,NA,0,Bed_Breakfast_Density,"NA"
140-0,NA,0,Bed_Breakfast_Density,"NA"
141-0,NA,0,Bed_Breakfast_Density,"NA"
142-0,NA,0,Bed_Breakfast_Density,"NA"
143-0,NA,0,Bed_Breakfast_Density,"NA"
144A-0,NA,0,Bed_Breakfast_Density,"NA"
144B-0,NA,0,Bed_Breakfast_Density,"NA"
145-0,NA,0,Bed_Breakfast_Density,"NA"
146-0,NA,0,Bed_Breakfast_Density,"NA"
147-0,NA,0,Bed_Breakfast_Density,"NA"
148-0,NA,0,Bed_Breakfast_Density,"NA"
149-0,NA,0,Bed_Breakfast_Density,"NA"
150-0,NA,0,Bed_Breakfast_Density,"NA"
151-0,NA,0,Bed_Breakfast_Density,"NA"
152-0,NA,0,Bed_Breakfast_Density,"NA"
153-0,NA,0,Bed_Breakfast_Density,"NA"
154-0,NA,0,Bed_Breakfast_Density,8 units per acre
175-0,NA,0,Bed_Breakfast_Density,"NA"
070A-0,NA,0,Bed_Breakfast_Density,10 units per acre
019-0,NA,0,Bed_Breakfast_Density,"NA"
155-0,NA,0,Bed_Breakfast_Density,10 units per acre
137-0,NA,0,Bed_Breakfast_Density,"NA"
041-1,INCLINE VILLAGE #3,1,Time_Share_Density,NA
044-1,FAIRWAY,1,Time_Share_Density,NA
038-1,WOOD CREEK SA#1,1,Time_Share_Density,NA
035-1,CRYSTAL BAY CONDOMINIUMS SA#1,1,Time_Share_Density,NA
058-1,GLENBROOK,1,Time_Share_Density,NA
060-1,GENOA PEAK SA#1,1,Time_Share_Density,NA
061-1,LOGAN CREEK SA#1,1,Time_Share_Density,NA
063-1,LINCOLN,1,Time_Share_Density,NA
067-2,MARLA BAY/ZEPHYR HEIGHTS,2,Time_Share_Density,NA
067-1,MARLA BAY/ZEPHYR HEIGHTS,1,Time_Share_Density,NA
080-1,KINGSBURY DRAINAGE SA#1,1,Time_Share_Density,NA
073-1,LAKE VILLAGE SA#1,1,Time_Share_Density,NA
093-1,BIJOU,1,Time_Share_Density,NA
099-1,AL TAHOE SA#1,1,Time_Share_Density,NA
097-1,BIJOU PINES SA#1,1,Time_Share_Density,NA
175-1,CASCADE PROPERTIES SA#1,1,Time_Share_Density,NA
085-1,LAKE VIEW HEIGHTS SA#1,1,Time_Share_Density,NA
094-1,GLENWOOD SA#1,1,Time_Share_Density,NA
102-2,TAHOE KEYS SA#2,2,Time_Share_Density,NA
102-1,TAHOE KEYS SA#1,1,Time_Share_Density,NA
101-1,BIJOU MEADOWS SA#1,1,Time_Share_Density,NA
104-1,HIGHLAND WOODS SA#1,1,Time_Share_Density,NA
105-1,SIERRA TRACT SA#1,1,Time_Share_Density,NA
111-2,TAHOE ISLAND SA#2,2,Time_Share_Density,NA
111-1,TAHOE ISLAND SA#1,1,Time_Share_Density,NA
112-1,GARDNER MOUNTAIN SA#1,1,Time_Share_Density,NA
112-2,GARDNER MOUNTAIN,2,Time_Share_Density,NA
114-2,BONANZA SA#2,2,Time_Share_Density,NA
114-1,BONANZA SA#1,1,Time_Share_Density,NA
114-3,BONANZA SA#3,3,Time_Share_Density,NA
094-2,GLENWOOD,2,Time_Share_Density,NA
051-1,TYROLIAN VILLAGE,1,Time_Share_Density,NA
060-2,GENOA PEAK,2,Time_Share_Density,NA
084-1,PALISADES,1,Time_Share_Density,NA
100-1,TRUCKEE MARSH,1,Time_Share_Density,NA
089-1,LAKESIDE PARK,1,Time_Share_Density,NA
117-0,NA,0,Time_Share_Density,"NA"
120-0,NA,0,Time_Share_Density,"NA"
133-0,NA,0,Time_Share_Density,"NA"
030-0,NA,0,Time_Share_Density,"NA"
033-0,NA,0,Time_Share_Density,"NA"
034-0,NA,0,Time_Share_Density,"NA"
035-0,NA,0,Time_Share_Density,"NA"
036-0,NA,0,Time_Share_Density,"NA"
037-0,NA,0,Time_Share_Density,"NA"
038-0,NA,0,Time_Share_Density,"NA"
039-0,NA,0,Time_Share_Density,"NA"
040-0,NA,0,Time_Share_Density,"NA"
041-0,NA,0,Time_Share_Density,"NA"
042-0,NA,0,Time_Share_Density,"NA"
043-0,NA,0,Time_Share_Density,"NA"
044-0,NA,0,Time_Share_Density,40 units per acre if less than 10% have kitchens
046-0,NA,0,Time_Share_Density,15 units per acre
047-0,NA,0,Time_Share_Density,"NA"
049-0,NA,0,Time_Share_Density,"NA"
050-0,NA,0,Time_Share_Density,"NA"
051-0,NA,0,Time_Share_Density,15 units per acre
052-0,NA,0,Time_Share_Density,"NA"
053-0,NA,0,Time_Share_Density,"NA"
055-0,NA,0,Time_Share_Density,"NA"
056-0,NA,0,Time_Share_Density,"NA"
057-0,NA,0,Time_Share_Density,"NA"
058-0,NA,0,Time_Share_Density,"NA"
059-0,NA,0,Time_Share_Density,"NA"
060-0,NA,0,Time_Share_Density,"NA"
061-0,NA,0,Time_Share_Density,"NA"
062-0,NA,0,Time_Share_Density,"NA"
063-0,NA,0,Time_Share_Density,"NA"
064-0,NA,0,Time_Share_Density,"NA"
065-0,NA,0,Time_Share_Density,"NA"
066-0,NA,0,Time_Share_Density,20 units per acre
067-0,NA,0,Time_Share_Density,"NA"
068-0,NA,0,Time_Share_Density,"NA"
069-0,NA,0,Time_Share_Density,"NA"
070B-0,NA,0,Time_Share_Density,"NA"
072-0,NA,0,Time_Share_Density,8 units per acre
073-0,NA,0,Time_Share_Density,"NA"
074-0,NA,0,Time_Share_Density,"NA"
075-0,NA,0,Time_Share_Density,"NA"
077-0,NA,0,Time_Share_Density,"NA"
078-0,NA,0,Time_Share_Density,"NA"
079-0,NA,0,Time_Share_Density,"NA"
080-0,NA,0,Time_Share_Density,"NA"
081-0,NA,0,Time_Share_Density,"NA"
082-0,NA,0,Time_Share_Density,"NA"
083-0,NA,0,Time_Share_Density,"NA"
084-0,NA,0,Time_Share_Density,"NA"
085-0,NA,0,Time_Share_Density,15 units per acre
086-0,NA,0,Time_Share_Density,"NA"
087-0,NA,0,Time_Share_Density,"NA"
088-0,NA,0,Time_Share_Density,"NA"
089-0,NA,0,Time_Share_Density,"NA"
090-0,NA,0,Time_Share_Density,"NA"
092-0,NA,0,Time_Share_Density,"NA"
093-0,NA,0,Time_Share_Density,15 units per acre
094-0,NA,0,Time_Share_Density,"NA"
095-0,NA,0,Time_Share_Density,"NA"
096-0,NA,0,Time_Share_Density,"NA"
097-0,NA,0,Time_Share_Density,"NA"
099-0,NA,0,Time_Share_Density,"NA"
100-0,NA,0,Time_Share_Density,"NA"
101-0,NA,0,Time_Share_Density,"NA"
102-0,NA,0,Time_Share_Density,"NA"
103-0,NA,0,Time_Share_Density,40 units per acre if less than 10% have kitchens
104-0,NA,0,Time_Share_Density,"NA"
105-0,NA,0,Time_Share_Density,"NA"
106-0,NA,0,Time_Share_Density,"NA"
107-0,NA,0,Time_Share_Density,"NA"
108-0,NA,0,Time_Share_Density,"NA"
109-0,NA,0,Time_Share_Density,"NA"
111-0,NA,0,Time_Share_Density,"NA"
112-0,NA,0,Time_Share_Density,"NA"
114-0,NA,0,Time_Share_Density,"NA"
115-0,NA,0,Time_Share_Density,"NA"
116-0,NA,0,Time_Share_Density,"NA"
118-0,NA,0,Time_Share_Density,"NA"
119-0,NA,0,Time_Share_Density,"NA"
121-0,NA,0,Time_Share_Density,"NA"
122-0,NA,0,Time_Share_Density,"NA"
123-0,NA,0,Time_Share_Density,"NA"
124-0,NA,0,Time_Share_Density,"NA"
126-0,NA,0,Time_Share_Density,"NA"
127-0,NA,0,Time_Share_Density,"NA"
128-0,NA,0,Time_Share_Density,"NA"
129-0,NA,0,Time_Share_Density,"NA"
130-0,NA,0,Time_Share_Density,"NA"
131-0,NA,0,Time_Share_Density,"NA"
132-0,NA,0,Time_Share_Density,"NA"
134-0,NA,0,Time_Share_Density,"NA"
135-0,NA,0,Time_Share_Density,"NA"
137-0,NA,0,Time_Share_Density,"NA"
138-0,NA,0,Time_Share_Density,"NA"
139-0,NA,0,Time_Share_Density,"NA"
140-0,NA,0,Time_Share_Density,"NA"
141-0,NA,0,Time_Share_Density,"NA"
142-0,NA,0,Time_Share_Density,"NA"
143-0,NA,0,Time_Share_Density,"NA"
144A-0,NA,0,Time_Share_Density,"NA"
144B-0,NA,0,Time_Share_Density,"NA"
145-0,NA,0,Time_Share_Density,"NA"
146-0,NA,0,Time_Share_Density,"NA"
147-0,NA,0,Time_Share_Density,"NA"
148-0,NA,0,Time_Share_Density,"NA"
149-0,NA,0,Time_Share_Density,"NA"
150-0,NA,0,Time_Share_Density,"NA"
151-0,NA,0,Time_Share_Density,"NA"
152-0,NA,0,Time_Share_Density,"NA"
153-0,NA,0,Time_Share_Density,"NA"
154-0,NA,0,Time_Share_Density,"NA"
175-0,NA,0,Time_Share_Density,"NA"
070A-0,NA,0,Time_Share_Density,40 units per acre if less than 10% have kitchens
019-0,NA,0,Time_Share_Density,"NA"
155-0,NA,0,Time_Share_Density,20 units per acre if less than 10% have kitchens
137-0,NA,0,Time_Share_Density,"NA"
